Fuente;Evento;Etapa;Nivel;Edad;Dispositivo;Titulo;Enlace;Etiquetas;Transcripcion;Descripcion
EUCodeWeekManchega;EU Code Week Manchega 2025;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;Microbit;Micro:bit: atrapa la pelota;https://view.genially.com/68da6351502c9b7299fce253;Educación Secundaria, Microbit, Programación, EUCodeWeekManchega2025;El alumnado de ESO programa en MakeCode un videojuego sencillo de reflejos sobre una placa micro:bit, en el que hay que 'atrapar' un objeto que se desplaza por la pantalla LED a cierta velocidad, trabajando lógica de programación, matemáticas básicas y tiempos de reacción. Autoría: Antonio A. Miñán Ortega.;El alumnado de ESO programa en MakeCode un videojuego sencillo de reflejos sobre una placa micro:bit, en el que hay que 'atrapar' un objeto que se desplaza por la pantalla LED a cierta velocidad, trabajando lógica de programación, matemáticas básicas y tiempos de reacción. Autoría: Antonio A.
EUCodeWeekManchega;EU Code Week Manchega 2025;Secundaria;"2º ESO; 3º ESO";13-15 años;"Microbit; Kit de Expansión";Alerta en la gasolinera: detectando gases peligrosos;https://view.genially.com/68e397df16080889cfc8c7fa;Educación Secundaria, Microbit y sensores (Magician Bit), Medioambiente / sostenibilidad, Programación, EUCodeWeekManchega2025;El alumnado de 2º-3º de ESO construye y programa, con una placa micro:bit, la expansión Magician Bit, un sensor de gas MQ-2 y un zumbador, un detector que simula las condiciones de una gasolinera y activa una alarma sonora al detectar gases inflamables, dando pie a un debate sobre seguridad, combustión y energías alternativas. Autoría: Thomas Rondet.;El alumnado de 2º-3º de ESO construye y programa, con una placa micro:bit, la expansión Magician Bit, un sensor de gas MQ-2 y un zumbador, un detector que simula las condiciones de una gasolinera y activa una alarma sonora al detectar gases inflamables, dando pie a un debate sobre seguridad,…
EUCodeWeekManchega;EU Code Week Manchega 2025;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;Microbit;Create AI. Una aproximación a la IA con Micro:bit;https://view.genially.com/68e4cd52b4288bb5e5460222;Educación Secundaria y Bachillerato, Microbit (Inteligencia Artificial), Programación, Inteligencia artificial, Ciencia y física aplicada, EUCodeWeekManchega2025;"El alumnado entrena, con la aplicación web Create AI, un modelo de aprendizaje automático que reconoce patrones de movimiento (vertical, horizontal, giros) y lo ejecuta de forma autónoma en una placa micro:bit V2 sin conexión a internet; después programa en MakeCode la comunicación por radio con una segunda placa que mueve un servomotor según el movimiento detectado. Autoría: Gil Gijón Canal.";"El alumnado entrena, con la aplicación web Create AI, un modelo de aprendizaje automático que reconoce patrones de movimiento (vertical, horizontal, giros) y lo ejecuta de forma autónoma en una placa micro:bit V2 sin conexión a internet; después programa en MakeCode la comunicación por radio con…"
EUCodeWeekManchega;EU Code Week Manchega 2025;Secundaria;"3º ESO; 4º ESO";14-16 años;mBot2;Limpiando el lecho marino con mBot2;https://view.genially.com/68e919add738c90b7a755c84;Educación Secundaria, mBot2, Medioambiente / sostenibilidad, Robótica educativa, Programación, EUCodeWeekManchega2025;Simulación con varios robots mBot2 del proyecto real SeaClear de limpieza de fondos marinos: un robot hace de 'barco nodriza' que da la señal de inicio, y otros simulan ROV submarinos que buscan basura dentro de un recinto cerrado usando su sensor de color, avisando a los demás al encontrarla. El alumnado completa programas de mBlock parcialmente hechos (o los crea desde cero) y reflexiona sobre el impacto tecnológico en la sostenibilidad marina. Autoría: Jesús María Cano Lara y Francis Mediano Villanueva.;Simulación con varios robots mBot2 del proyecto real SeaClear de limpieza de fondos marinos: un robot hace de 'barco nodriza' que da la señal de inicio, y otros simulan ROV submarinos que buscan basura dentro de un recinto cerrado usando su sensor de color, avisando a los demás al encontrarla.
INNOVARETOS2024;InnovaRetos CLM 2024/25;"Infantil; Primaria";"2º ciclo Infantil; Primer ciclo";3-8 años;Actividad desconectada;Viaje a la isla misteriosa (Entrenamiento desconectado KID);https://view.genially.com/676290891e5f30538cc90ea2;Educación Infantil y Primaria, Actividad desconectada, Entrenamiento, Aventura / supervivencia, Pensamiento computacional, INNOVARETOS2024;Entrenamiento desconectado de categoría KID en el que, mediante tres juegos de movimiento en el aula (el globo, la charca de la rana y el camino de los animales), el alumnado interioriza los conceptos de sincronización, paralelismo y secuenciación antes de construir secuencias con tarjetas físicas sobre una rejilla en el suelo para llegar hasta un regalo.;Entrenamiento desconectado de categoría KID en el que, mediante tres juegos de movimiento en el aula (el globo, la charca de la rana y el camino de los animales), el alumnado interioriza los conceptos de sincronización, paralelismo y secuenciación antes de construir secuencias con tarjetas físicas…
INNOVARETOS2024;InnovaRetos CLM 2024/25;"Infantil; Primaria";"2º ciclo Infantil; Primer ciclo";3-8 años;Actividad desconectada;Construcción del refugio (Reto desconectado KID);https://view.genially.com/677e4b54f0538f72fe3fe966;Educación Infantil y Primaria, Actividad desconectada, Reto, Aventura / supervivencia, Pensamiento computacional, INNOVARETOS2024;Reto cooperativo de categoría KID en el que el alumnado, organizado en roles de programador, guía, personaje e ingeniero, recolecta materiales (madera, piedras, hojas) sobre un tapete grande para canjearlos por elementos con los que construir un refugio, aplicando lo aprendido en el entrenamiento previo de secuenciación.;Reto cooperativo de categoría KID en el que el alumnado, organizado en roles de programador, guía, personaje e ingeniero, recolecta materiales (madera, piedras, hojas) sobre un tapete grande para canjearlos por elementos con los que construir un refugio, aplicando lo aprendido en el entrenamiento…
INNOVARETOS2024;InnovaRetos CLM 2024/25;"Infantil; Primaria";"2º ciclo Infantil; Primer ciclo";3-8 años;Actividad desconectada;Pensando como un explorador digital;https://view.genially.com/67a1d5c46469850cb53aa130;Educación Infantil y Primaria, Actividad desconectada (tarjetas), Entrenamiento, INNOVARETOS2024;Entrenamiento desconectado en el que el alumnado aprende a leer tarjetas físicas de movimiento, evento y repetición para programar el recorrido de animales hasta su comida favorita, y después resuelve pequeños retos de predicción y de tarjeta perdida en una secuencia. Autoría: Jose Carlos Cortés Martínez.;Entrenamiento desconectado en el que el alumnado aprende a leer tarjetas físicas de movimiento, evento y repetición para programar el recorrido de animales hasta su comida favorita, y después resuelve pequeños retos de predicción y de tarjeta perdida en una secuencia.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Infantil;2º ciclo Infantil;3-5 años;mTiny;mTiny y la aventura de los alimentos;https://view.genially.com/677fb452820ab95e55c9c4da;Educación Infantil, mTiny, Entrenamiento, Robótica educativa (mTiny), INNOVARETOS2024;Entrenamiento con el robot mTiny en el que el alumnado conoce las tarjetas físicas de programación (acción, registro, Go!, repetición, bucle) y las utiliza para guiar al robot hasta el plato de comida favorito de distintos animales disfrazados. Autoría: Jose Carlos Cortés Martínez.;Entrenamiento con el robot mTiny en el que el alumnado conoce las tarjetas físicas de programación (acción, registro, Go!, repetición, bucle) y las utiliza para guiar al robot hasta el plato de comida favorito de distintos animales disfrazados. Autoría: Jose Carlos Cortés Martínez.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Infantil;2º ciclo Infantil;3-5 años;mTiny;Un panda en la ciudad;https://view.genially.com/678f7ee1b5d0834d193500ae;Educación Infantil, mTiny, Reto, Robótica educativa (mTiny), INNOVARETOS2024;Reto con mTiny en el que el alumnado construye un circuito de carretera con el tapete del robot, añadiendo tarjetas de expresión facial, y programa a mTiny para recorrer la ciudad hasta un hospital, narrando la historia de un amigo panda accidentado mientras el robot expresa emociones. Autoría: Jose Carlos Cortés Martínez.;Reto con mTiny en el que el alumnado construye un circuito de carretera con el tapete del robot, añadiendo tarjetas de expresión facial, y programa a mTiny para recorrer la ciudad hasta un hospital, narrando la historia de un amigo panda accidentado mientras el robot expresa emociones.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Infantil;2º ciclo Infantil;3-5 años;Scratch Jr;Despegamos hacia la isla misteriosa;https://view.genially.com/675feaa6614e4e9e72a05590;Educación Infantil, Scratch Jr, Entrenamiento, Aventura / supervivencia, Programación (Scratch), INNOVARETOS2024;Tutorial paso a paso de Scratch Jr en el que el alumnado añade personajes y escenarios, programa movimiento y bucles para simular el despegue de un avión hacia una isla misteriosa, con dos desafíos de ampliación al final. Autoría: Jose Carlos Cortés Martínez.;Tutorial paso a paso de Scratch Jr en el que el alumnado añade personajes y escenarios, programa movimiento y bucles para simular el despegue de un avión hacia una isla misteriosa, con dos desafíos de ampliación al final. Autoría: Jose Carlos Cortés Martínez.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Infantil;2º ciclo Infantil;3-5 años;Scratch Jr;Viaje a la isla misteriosa (Scratch Jr - mensajes);https://view.genially.com/675a9b410b01ba085fc21fe4;Educación Infantil, Scratch Jr, Entrenamiento, Aventura / supervivencia, Programación (Scratch), INNOVARETOS2024;Tutorial de Scratch Jr centrado en enviar y recibir mensajes entre personajes: el alumnado crea una conversación entre un piloto y su amigo antes de partir de viaje, usando bloques de diálogo y mensajes de colores encadenados. Autoría: Jose Carlos Cortés Martínez.;Tutorial de Scratch Jr centrado en enviar y recibir mensajes entre personajes: el alumnado crea una conversación entre un piloto y su amigo antes de partir de viaje, usando bloques de diálogo y mensajes de colores encadenados. Autoría: Jose Carlos Cortés Martínez.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Primaria;"Segundo ciclo; Tercer ciclo";8-12 años;Actividad desconectada;Entrenamiento Desconectadas: el tren de Tomelloso;https://view.genially.com/674dabfba0f5cff08ca63ada;Educación Primaria, Actividad desconectada, Entrenamiento, Literatura: La vuelta al mundo en 80 días, Pensamiento computacional, Geografía / economía, INNOVARETOS2024;Entrenamiento desconectado de pensamiento computacional para 2º-3er ciclo de Primaria: incluye un calentamiento de sistema de tuberías, un puzle interactivo y una actividad interdisciplinar sobre un tren de mercancías del sector primario en Tomelloso que reparte materias primas por distintos pueblos de Castilla-La Mancha, trabajando itinerarios, secuencias y gentilicios. Autoría: Sérvulo Muñoz Muñoz.;Entrenamiento desconectado de pensamiento computacional para 2º-3er ciclo de Primaria: incluye un calentamiento de sistema de tuberías, un puzle interactivo y una actividad interdisciplinar sobre un tren de mercancías del sector primario en Tomelloso que reparte materias primas por distintos…
INNOVARETOS2024;InnovaRetos CLM 2024/25;Primaria;"Segundo ciclo; Tercer ciclo";8-12 años;Actividad desconectada;Reto desconectado: Veinte mil leguas de viaje submarino;https://view.genially.com/6784bd8adf87ea668af478b4;Educación Primaria, Actividad desconectada, Reto, Literatura: Julio Verne, Orientación espacial / coordenadas, INNOVARETOS2024;Reto desconectado inspirado en la novela de Julio Verne en el que, por parejas, el alumnado resuelve secuencias de programación horizontal sobre cuatro tapetes de temática submarina, trabaja coordenadas y actividades interdisciplinares (ordenar alfabéticamente, clasificar animales marinos). Autoría: Sérvulo Muñoz Muñoz.;Reto desconectado inspirado en la novela de Julio Verne en el que, por parejas, el alumnado resuelve secuencias de programación horizontal sobre cuatro tapetes de temática submarina, trabaja coordenadas y actividades interdisciplinares (ordenar alfabéticamente, clasificar animales marinos).
INNOVARETOS2024;InnovaRetos CLM 2024/25;Primaria;"Segundo ciclo; Tercer ciclo";8-12 años;Scratch 3.0.0;Entrenamiento Scratch 3.0;https://view.genially.com/6762c158aa9f8bba2a401ffd;Educación Primaria, Scratch 3.0, Entrenamiento, Programación (Scratch), INNOVARETOS2024;Entrenamiento general de Scratch 3.0 con tutoriales en vídeo sobre primeros pasos, eventos, personajes y escenarios, apariencia, movimiento y control (bucles y esperas), culminando en la creación de una pequeña historia animada. Autoría: Javier Díaz Arribas.;Entrenamiento general de Scratch 3.0 con tutoriales en vídeo sobre primeros pasos, eventos, personajes y escenarios, apariencia, movimiento y control (bucles y esperas), culminando en la creación de una pequeña historia animada. Autoría: Javier Díaz Arribas.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Primaria;"Segundo ciclo; Tercer ciclo";8-12 años;Codey Rocky;Entrenamiento Codey Rocky;https://view.genially.com/6784bdb16f9bea42ddec8865;Educación Primaria, Codey Rocky, Entrenamiento, Robótica educativa (Codey Rocky), Geografía / economía, INNOVARETOS2024;Entrenamiento de robótica con Codey Rocky en el que el alumnado construye un tapete de suelo, conoce las apps de manejo del robot y practica itinerarios de producto natural a producto elaborado, con variantes como duelos 1x1 y limitación de movimientos programables. Autoría: Sérvulo Muñoz Muñoz.;Entrenamiento de robótica con Codey Rocky en el que el alumnado construye un tapete de suelo, conoce las apps de manejo del robot y practica itinerarios de producto natural a producto elaborado, con variantes como duelos 1x1 y limitación de movimientos programables. Autoría: Sérvulo Muñoz Muñoz.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Primaria;"Segundo ciclo; Tercer ciclo";8-12 años;Codey Rocky;Reto de robótica: Veinte mil leguas (los 4 cofres);https://view.genially.com/67617854ed961a16f9aa0c9f;Educación Primaria, Codey Rocky, Reto, Literatura: Julio Verne, Robótica educativa (Codey Rocky), Orientación espacial / coordenadas, INNOVARETOS2024;Reto de robótica ambientado en la novela de Julio Verne en el que grupos de 3-4 alumnos programan a Codey Rocky para recorrer un tapete submarino, descubrir la palabra oculta en cuatro cofres (usando itinerarios y coordenadas) y terminar superando un laberinto interactivo. Autoría: Sérvulo Muñoz Muñoz.;Reto de robótica ambientado en la novela de Julio Verne en el que grupos de 3-4 alumnos programan a Codey Rocky para recorrer un tapete submarino, descubrir la palabra oculta en cuatro cofres (usando itinerarios y coordenadas) y terminar superando un laberinto interactivo.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;Actividad desconectada;Entrenamiento GENIUS Desconectadas: criptografía;https://view.genially.com/676528cccd485463045de4ba;Educación Secundaria, Actividad desconectada, Entrenamiento, Criptografía y lógica, Codificación de datos, INNOVARETOS2024;Entrenamiento desconectado de categoría GENIUS sobre encriptación: historia del cifrado César y su mecánica (con ruleta manipulativa), permutaciones de elementos y su paridad, y codificación básica de imágenes digitales en matrices de píxeles junto con el concepto de variable. Autoría: Raúl Casanova Sánchez.;Entrenamiento desconectado de categoría GENIUS sobre encriptación: historia del cifrado César y su mecánica (con ruleta manipulativa), permutaciones de elementos y su paridad, y codificación básica de imágenes digitales en matrices de píxeles junto con el concepto de variable.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;Actividad desconectada;Reto GENIUS Desconectadas: De la Tierra a la Luna;https://view.genially.com/678e04ff5e9af6e5d47fe4a5;Educación Secundaria, Actividad desconectada, Reto, Literatura: Julio Verne, Espacio / astronomía, Criptografía y lógica, INNOVARETOS2024;Reto desconectado ambientado en la novela de Julio Verne en el que el alumnado, aplicando lo aprendido sobre permutaciones, codificación de imágenes y cifrado César, descubre una palabra clave de once letras necesaria para lanzar un cohete a la Luna. Autoría: Raúl Casanova Sánchez.;Reto desconectado ambientado en la novela de Julio Verne en el que el alumnado, aplicando lo aprendido sobre permutaciones, codificación de imágenes y cifrado César, descubre una palabra clave de once letras necesaria para lanzar un cohete a la Luna. Autoría: Raúl Casanova Sánchez.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Diseño 3D; Tinkercad";Empezando con Tinkercad;https://view.genially.com/674eee5590a5437d35fd5dd5;Educación Secundaria, Diseño 3D (Tinkercad), Entrenamiento, Diseño e impresión 3D, INNOVARETOS2024;Entrenamiento inicial de diseño 3D con Tinkercad: creación de un aula virtual, primeros pasos con formas básicas, operaciones booleanas (sólido/hueco, adición, sustracción, intersección), alineación, y diseño de un llavero de InnovaRetos como primera pieza propia. Autoría: Javier Rubio Claramonte.;Entrenamiento inicial de diseño 3D con Tinkercad: creación de un aula virtual, primeros pasos con formas básicas, operaciones booleanas (sólido/hueco, adición, sustracción, intersección), alineación, y diseño de un llavero de InnovaRetos como primera pieza propia. Autoría: Javier Rubio Claramonte.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Diseño 3D; Tinkercad";Avanzando en Tinkercad: vehículo lunar;https://view.genially.com/675ff690c05f43af0b1a207b;Educación Secundaria, Diseño 3D (Tinkercad), Entrenamiento, Diseño e impresión 3D, INNOVARETOS2024;Entrenamiento avanzado de Tinkercad centrado en las herramientas duplicar, simetría y acoplar (diseñando una rueda dentada) para después construir por fases un vehículo lunar completo (ruedas, chasis, panel de mandos, antena, logo) y exportarlo a una impresora 3D. Autoría: Javier Rubio Claramonte.;Entrenamiento avanzado de Tinkercad centrado en las herramientas duplicar, simetría y acoplar (diseñando una rueda dentada) para después construir por fases un vehículo lunar completo (ruedas, chasis, panel de mandos, antena, logo) y exportarlo a una impresora 3D. Autoría: Javier Rubio Claramonte.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Diseño 3D; Tinkercad";Reto Diseño 3D GENIUS: cohete a la Luna;https://view.genially.com/678e12409ed5ac40a2e1dbbf;Educación Secundaria, Diseño 3D (Tinkercad), Reto, Literatura: Julio Verne, Espacio / astronomía, Diseño e impresión 3D, INNOVARETOS2024;Reto de diseño 3D, ambientado en 'De la Tierra a la Luna' de Julio Verne, en el que el alumnado diseña con Tinkercad un cohete espacial siguiendo reglas concretas (uso obligatorio de operaciones de sustracción/adición e intersección, y de las herramientas duplicar/simetría/acoplar) y entrega el proyecto publicando el enlace. Autoría: Javier Rubio Claramonte.;Reto de diseño 3D, ambientado en 'De la Tierra a la Luna' de Julio Verne, en el que el alumnado diseña con Tinkercad un cohete espacial siguiendo reglas concretas (uso obligatorio de operaciones de sustracción/adición e intersección, y de las herramientas duplicar/simetría/acoplar) y entrega el…
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Microbit; simulado en Tinkercad";Micro:bit en Tinkercad: termostato;https://view.genially.com/675efd28a746c96bdcabb76d;Educación Secundaria, Microbit (simulado en Tinkercad), Entrenamiento, Diseño e impresión 3D, Microbit, INNOVARETOS2024;Entrenamiento en el que el alumnado simula un circuito con micro:bit en Tinkercad para crear un termostato: cuando la temperatura detectada es menor que la programada, se activa un LED que representa la climatización. Autoría: José Miguel García Cebrián.;Entrenamiento en el que el alumnado simula un circuito con micro:bit en Tinkercad para crear un termostato: cuando la temperatura detectada es menor que la programada, se activa un LED que representa la climatización. Autoría: José Miguel García Cebrián.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Microbit; simulado en Tinkercad";Micro:bit en Tinkercad: comunicación por radio;https://view.genially.com/6784bf4bdf87ea668af62f29;Educación Secundaria, Microbit (simulado en Tinkercad), Entrenamiento, Diseño e impresión 3D, Microbit, INNOVARETOS2024;Entrenamiento en el que el alumnado simula en Tinkercad dos placas micro:bit conectadas por radio y las programa para que se comuniquen entre sí. Autoría: José Miguel García Cebrián.;Entrenamiento en el que el alumnado simula en Tinkercad dos placas micro:bit conectadas por radio y las programa para que se comuniquen entre sí. Autoría: José Miguel García Cebrián.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"1º ESO; 2º ESO; 3º ESO";12-15 años;"Microbit; simulado en Tinkercad";Reto Micro:bit GENIUS: monitorización a la Luna;https://view.genially.com/678a3e160b7e96c16faca810;Educación Secundaria, Microbit (simulado en Tinkercad), Reto, Espacio / astronomía, Microbit, INNOVARETOS2024;Reto, ambientado en 'De la Tierra a la Luna', en el que el alumnado programa dos placas micro:bit conectadas por radio: una simula un centro de control y otra un vehículo espacial, intercambiando datos de temperatura e inclinación con botones. Autoría: José Miguel García Cebrián.;Reto, ambientado en 'De la Tierra a la Luna', en el que el alumnado programa dos placas micro:bit conectadas por radio: una simula un centro de control y otra un vehículo espacial, intercambiando datos de temperatura e inclinación con botones. Autoría: José Miguel García Cebrián.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;Actividad desconectada;Entrenamiento Desconectada MASTER: secuencias lógicas;https://view.genially.com/678050766b204a653c62b0f2;Educación Secundaria y Bachillerato, Actividad desconectada, Entrenamiento, Bioinformática / lógica, Pensamiento computacional, INNOVARETOS2024;Entrenamiento desconectado de categoría MASTER con dos bloques de pensamiento computacional: resolución de problemas de mutación de secuencias de ADN (sustitución, deleción, duplicación) y ejercicios de dados programables donde hay que deducir la secuencia de instrucciones que genera un dibujo dado. Autoría: José Ignacio Fernández.;Entrenamiento desconectado de categoría MASTER con dos bloques de pensamiento computacional: resolución de problemas de mutación de secuencias de ADN (sustitución, deleción, duplicación) y ejercicios de dados programables donde hay que deducir la secuencia de instrucciones que genera un dibujo dado.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;Actividad desconectada;Reto 1 Desconectada MASTER: La vuelta al mundo en 80 días;https://view.genially.com/678a19ffdb7f3ed37ee55502;Educación Secundaria y Bachillerato, Actividad desconectada, Reto, Literatura: La vuelta al mundo en 80 días, INNOVARETOS2024;"Reto desconectado ambientado en 'La vuelta al mundo en 80 días' en el que el alumnado ayuda al criado de Phileas Fogg a descifrar un panel de luces mediante tres desafíos lógicos progresivos, entregando las soluciones en una plantilla PDF; se relaciona con la puerta lógica NOT del álgebra de Boole. Autoría: José Ignacio Fernández.";"Reto desconectado ambientado en 'La vuelta al mundo en 80 días' en el que el alumnado ayuda al criado de Phileas Fogg a descifrar un panel de luces mediante tres desafíos lógicos progresivos, entregando las soluciones en una plantilla PDF; se relaciona con la puerta lógica NOT del álgebra de Boole."
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;"Diseño 3D; Tinkercad";Reto 3D MASTER: máquina de vapor;https://view.genially.com/678e588a5ebce8ec0bc8fea6;Educación Secundaria y Bachillerato, Diseño 3D (Tinkercad), Reto, Literatura: La vuelta al mundo en 80 días, Diseño e impresión 3D, INNOVARETOS2024;Reto de diseño 3D en el que el alumnado de MASTER recrea con Tinkercad, pieza a pieza (cuerpo, cabina, chasis, escape de vapor), la máquina de tren de vapor del viaje de Phileas Fogg de Bombay a Calcuta, entregando el diseño público y capturas del resultado. Autoría: Tecno TIC IES Molina.;Reto de diseño 3D en el que el alumnado de MASTER recrea con Tinkercad, pieza a pieza (cuerpo, cabina, chasis, escape de vapor), la máquina de tren de vapor del viaje de Phileas Fogg de Bombay a Calcuta, entregando el diseño público y capturas del resultado. Autoría: Tecno TIC IES Molina.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;"Diseño 3D; Tinkercad";Entrenamiento 2 MASTER: animación 3D con Mixamo;https://view.genially.com/67866835493d6ba8078acf05;Educación Secundaria y Bachillerato, Diseño 3D + animación (Tinkercad y Mixamo), Entrenamiento, Literatura: La vuelta al mundo en 80 días, Diseño e impresión 3D, Animación 3D, INNOVARETOS2024;Entrenamiento en el que el alumnado adapta en Tinkercad un personaje diseñado previamente (Phileas Fogg) para que sea compatible con Mixamo, lo exporta en formato OBJ, lo sube a Mixamo, define sus articulaciones y le aplica animaciones predefinidas, exportando el resultado en FBX. Autoría: Tecno TIC IES Molina.;Entrenamiento en el que el alumnado adapta en Tinkercad un personaje diseñado previamente (Phileas Fogg) para que sea compatible con Mixamo, lo exporta en formato OBJ, lo sube a Mixamo, define sus articulaciones y le aplica animaciones predefinidas, exportando el resultado en FBX.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;CyberPi y mBot2;Entrenamiento 1 MASTER: CyberPi (joystick, LEDs y audio);https://view.genially.com/675a9cae0b01ba085fc3e6f2;Educación Secundaria y Bachillerato, CyberPi y mBot2, Entrenamiento, Robótica educativa (mBot / CyberPi), INNOVARETOS2024;Entrenamiento de robótica y programación con mBlock, CyberPi y mBot2: el alumnado programa un personaje en pantalla que recoge tres notas musicales controlado por el joystick de la CyberPi, usando mensajes, variables, bloques propios y sensores, con salida de sonido y LEDs en la propia CyberPi. Autoría: Carlos Lorente Jiménez.;Entrenamiento de robótica y programación con mBlock, CyberPi y mBot2: el alumnado programa un personaje en pantalla que recoge tres notas musicales controlado por el joystick de la CyberPi, usando mensajes, variables, bloques propios y sensores, con salida de sonido y LEDs en la propia CyberPi.
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;"CyberPi; mBot2";Entrenamiento 2 MASTER: CyberPi (sensores de movimiento y sonido);https://view.genially.com/675a9cb80b01ba085fc3f63b;Educación Secundaria y Bachillerato, CyberPi y mBot2, Entrenamiento, Robótica educativa (mBot / CyberPi), Música y sonido, INNOVARETOS2024;Continuación del entrenamiento de CyberPi: el alumnado compone una melodía, sincroniza el movimiento de un personaje con la música, usa el sensor de movimiento para que el público 'salte' al agitar el mando, y en la sección bonus trabaja el sensor de sonido y la extensión de texto a voz para simular la reacción del público en un concierto. Autoría: Carlos Lorente Jiménez.;Continuación del entrenamiento de CyberPi: el alumnado compone una melodía, sincroniza el movimiento de un personaje con la música, usa el sensor de movimiento para que el público 'salte' al agitar el mando, y en la sección bonus trabaja el sensor de sonido y la extensión de texto a voz para…
INNOVARETOS2024;InnovaRetos CLM 2024/25;Secundaria;"4º ESO; Bachillerato; Adultos";15+ años;"CyberPi; mBot2";Reto 3 MASTER: La vuelta al mundo en 80 días (CyberPi);https://view.genially.com/6784c21ddf87ea668af90c8d;Educación Secundaria y Bachillerato, CyberPi y mBot2, Reto, Literatura: La vuelta al mundo en 80 días, Robótica educativa (mBot / CyberPi), Música y sonido, INNOVARETOS2024;Reto de robótica educativa, ambientado en 'La vuelta al mundo en 80 días', en el que el alumnado usa el mando de la CyberPi para ayudar a Phileas Fogg a rescatar a Passepartout y Aouida y escapar en un tren al ritmo de la canción 'Sílbame' (de Willy Fog), combinando personajes, fondos, sonido, LEDs y mensajes en pantalla. Autoría: Carlos Lorente Jiménez.;Reto de robótica educativa, ambientado en 'La vuelta al mundo en 80 días', en el que el alumnado usa el mando de la CyberPi para ayudar a Phileas Fogg a rescatar a Passepartout y Aouida y escapar en un tren al ritmo de la canción 'Sílbame' (de Willy Fog), combinando personajes, fondos, sonido, LEDs…
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; Bluebot; Scratch Jr";Tú sí que sabes A MAR (5 años);https://bancoderecursos.castillalamancha.es/exelearningresource/tu-si-que-sabes-a-mar-5-aos/b57fb82c-260f-1b2a-23e2-88f54c7e6edd;Educación Infantil, Medioambiente marino, Ecosistemas y fauna, Pensamiento computacional, SituacionesAprendizajeCLM;"Situación de aprendizaje de Infantil (5 años) que parte de la curiosidad por el mar y los animales marinos para iniciar al alumnado en el pensamiento computacional (secuenciación, descomposición y abstracción, sincronización) a través del lenguaje de programación, utilizándolo como vehículo para visibilizar el problema de la contaminación marítima. [Nota: descripción obtenida solo a través de resultados de búsqueda, ya que el sitio de origen bloquea el acceso automatizado; no se ha podido acceder al desarrollo completo de la actividad.]";Situación de aprendizaje de Infantil (5 años) que parte de la curiosidad por el mar y los animales marinos para iniciar al alumnado en el pensamiento computacional (secuenciación, descomposición y abstracción, sincronización) a través del lenguaje de programación, utilizándolo como vehículo para…
